bathrooms,house_condition,house_grade,schools_nearby,built_year,house_area,living_area,inflation_rate,bedrooms,floors,living_area,price
2,4,8,2,1989,2850,2640,-0.3,5,1,2640,975000
1,4,8,2,1973,850,1300,-0.3,2,1,1300,719550
3,4,8,2,1978,3240,3240,-0.3,3,1,3240,801450
3,4,8,2,1996,2360,2300,-0.3,6,1,2300,1089790
2,4,8,2,1975,2230,2860,-0.3,5,1,2860,747500
1,4,8,2,1971,1330,1710,-0.3,3,1,1710,695500
3,4,8,2,1990,1490,2900,-0.3,3,1,2900,1001000
2,4,8,2,1987,1340,2060,-0.3,4,1,2060,955500
3,4,8,2,1990,1720,2290,-0.3,4,1,2290,994500
2,4,8,2,1981,970,1730,-0.3,3,1,1730,846300
3,5,10,2,2000,2440,2500,-0.3,6,1,2500,1153100
2,4,8,2,1977,1370,2040,-0.3,4,1,2040,787995
1,4,8,2,1977,1100,1670,-0.3,2,1,1670,794300
3,4,8,2,1973,1650,2180,-0.3,4,1,2180,715000
2,4,8,2,1986,1260,1970,-0.3,5,1,1970,929500
3,4,8,2,1982,1550,1750,-0.3,5,1,1750,864500
1,4,8,2,1981,960,1460,-0.3,2,1,1460,858000
3,5,10,2,1999,1820,2080,-0.3,3,1,2080,1137500
2,4,8,2,1976,1010,1920,-0.3,2,1,1920,773500
3,4,8,2,1972,1250,2480,-0.3,3,1,2480,699400
3,4,8,2,1989,1010,1890,-0.3,5,1,1890,975000
3,4,8,2,1988,1770,2990,-0.3,3,1,2990,968500
1,4,8,2,1972,1140,1520,-0.9,2,1,1520,713700
3,4,8,2,1997,1300,2550,-0.9,4,1,2550,1111500
2,4,8,2,1992,1330,1690,-0.9,3,1,1690,1023100
1,4,8,2,1975,1320,2160,-0.9,2,1,2160,754000
3,4,8,2,1974,1330,2080,-0.9,3,1,2080,741000
2,4,8,2,1978,1960,2840,-0.9,4,1,2840,799500
2,4,8,2,1978,1080,1800,-0.9,3,1,1800,804050
2,4,8,2,1981,1400,3010,-0.9,3,1,3010,845000
2,4,8,2,1977,1040,1770,-0.9,3,1,1770,780000
3,4,8,2,1972,1370,2020,-0.9,5,1,2020,703462.5
3,4,8,2,1979,1210,1720,-0.9,4,1,1720,815100
3,4,8,2,1982,1660,2580,-0.9,4,1,2580,864500
3,4,8,2,1989,1620,1570,-0.9,4,1,1570,981500
1,4,8,2,1981,1050,1810,-0.9,4,1,1810,854230
3,4,8,2,1992,1700,2520,-0.9,4,1,2520,1033500
3,4,8,2,1974,1360,2140,-0.9,3,1,2140,734500
1,4,8,2,1972,970,1180,-0.9,2,1,1180,709800
2,4,8,2,1974,1090,1980,-0.9,3,1,1980,733200
3,4,8,2,1987,1530,2620,-0.9,4,1,2620,942500
3,4,8,2,1973,1420,2190,-0.9,4,1,2190,721500
4,4,8,2,1979,2500,3050,-0.9,4,1,3050,819000
2,4,8,2,1980,1170,1360,-0.9,3,1,1360,832000
2,4,8,2,1980,1290,2020,-0.9,3,1,2020,841750
3,4,8,2,1972,1480,1710,-0.9,3,1,1710,711100
2,4,8,2,1985,1080,1750,-0.9,3,1,1750,910000
3,4,8,2,1981,1610,2480,-0.9,3,1,2480,848900
3,5,10,2,2002,2040,3050,-0.9,4,1,3050,1183000
4,4,8,2,1977,1290,2020,-0.9,6,1,2020,785200
2,4,8,2,1981,1140,1670,-0.9,3,1,1670,845000
2,4,8,2,1989,1170,1870,-0.9,3,1,1870,988000
2,4,8,2,1989,1660,2430,-0.9,4,1,2430,978900
3,4,8,2,1971,1330,1310,-0.9,4,1,1310,694200
3,4,8,2,1973,1370,2090,-0.9,5,1,2090,718250
2,4,8,2,1973,1870,1670,-0.9,2,1,1670,720200
2,4,8,2,1984,1760,1950,-0.9,4,1,1950,897000
2,4,8,2,1979,1580,2080,-0.9,3,1,2080,812500
2,4,8,2,1975,1170,1760,-0.9,3,1,1760,758550
3,4,8,2,1982,1320,1430,-0.9,4,1,1430,864500
3,4,8,2,1979,1670,2890,-0.9,6,1,2890,811850
3,4,8,2,1974,850,2180,-0.9,3,1,2180,734500
3,4,8,2,1981,1080,1650,-0.9,4,1,1650,845000
3,4,8,2,1981,1630,2440,-0.9,4,1,2440,851500
3,4,8,2,1974,1700,2460,-0.9,4,1,2460,740350
2,4,8,2,1972,1560,1510,-0.9,4,1,1510,707590
3,4,8,2,1988,1390,1850,-0.9,4,1,1850,963300
2,4,8,2,1975,1870,1870,-0.9,3,1,1870,754000
4,4,8,2,1977,1330,1560,-0.9,5,1,1560,778700
2,4,8,2,1975,920,1680,-0.9,4,1,1680,760500
2,4,8,2,1978,1740,1930,-0.9,3,1,1930,800800
2,4,8,2,1981,1230,1780,-0.9,3,1,1780,845000
3,4,8,2,1997,1400,2510,-0.9,5,1,2510,1105000
2,4,8,2,1997,1640,2880,-0.9,2,1,2880,1105000
2,4,8,2,1975,880,1760,-0.9,2,1,1760,752700
3,4,8,2,1973,1720,2020,-0.9,3,1,2020,715000
3,4,8,2,1975,1430,2230,-0.9,3,1,2230,760744.4
3,4,8,2,1979,1190,2140,-0.9,4,1,2140,812500
2,4,8,2,1974,1070,1610,-0.9,2,1,1610,737750
3,4,8,2,1991,866,2590,-0.9,3,1,2590,1014000
3,4,8,2,1974,1590,2500,-0.9,5,1,2500,734500
1,4,8,2,1983,930,2800,-0.1,2,1,2800,742500
2,4,8,2,1975,1170,2020,-0.1,3,1,2020,632500
3,4,8,2,1977,1580,2530,-0.1,4,1,2530,671000
2,4,8,2,1981,1160,2320,-0.1,3,1,2320,715000
2,4,8,2,1972,1780,2250,-0.1,3,1,2250,592900
3,4,8,2,1983,1820,2520,-0.1,3,1,2520,748000
2,4,8,2,1996,2280,2280,-0.1,2,1,2280,918500
2,4,8,2,1979,1090,1270,-0.1,2,1,1270,687500
3,4,8,2,1973,1480,1760,-0.1,4,1,1760,605000
2,4,8,2,1981,1320,2540,-0.1,4,1,2540,720500
3,4,8,2,1972,1640,2170,-0.1,3,1,2170,594000
1,4,8,2,1973,1630,2120,-0.1,3,1,2120,605000
2,4,8,2,1981,1290,1930,-0.1,4,1,1930,715550
3,5,10,2,2005,2620,2370,-0.1,4,1,2370,1045000
2,4,8,2,1982,1020,2130,-0.1,2,1,2130,739750
3,4,8,2,1977,1740,2240,-0.1,4,1,2240,666600
3,4,8,2,1976,1790,2230,-0.1,4,1,2230,651310
3,4,8,2,1981,1510,2270,-0.1,3,1,2270,715000
2,4,8,2,1990,1320,2530,-0.1,3,1,2530,841500
3,4,8,2,1982,1540,2230,-0.1,4,1,2230,737000
3,4,8,2,1981,1580,2050,-0.1,4,1,2050,720500
3,4,8,2,1971,2400,2940,-0.1,3,1,2940,588500
1,4,8,2,1973,780,1380,-0.1,2,1,1380,605000
2,4,8,2,1976,2360,2660,-0.1,3,1,2660,647900
2,4,8,2,1980,980,1940,-0.1,4,1,1940,702900
3,4,8,2,1985,1520,2760,-0.1,4,1,2760,775500
3,4,8,2,1973,1680,2160,-0.1,4,1,2160,605000
2,4,8,2,1973,1890,2560,-0.1,4,1,2560,605000
1,4,8,2,1973,1050,1550,-0.1,2,1,1550,610500
2,4,8,2,1983,1480,1850,-0.1,3,1,1850,753500
2,4,8,2,1973,1350,2020,-0.1,4,1,2020,616000
2,4,8,2,1986,1230,2300,-0.1,3,1,2300,788150
3,4,8,2,1991,2630,2660,-0.1,3,1,2660,855800
3,5,10,2,2003,1750,2900,-0.1,4,1,2900,1019150
1,4,8,2,1977,910,1220,-0.1,2,1,1220,665637.5
3,4,8,2,1977,2260,2400,-0.1,4,1,2400,669570
3,4,8,2,1979,1720,2560,0.7,2,1,2560,1323000
3,4,8,2,1977,1860,2870,0.7,3,1,2870,1260000
2,4,8,2,1984,980,1760,0.7,3,1,1760,1449000
3,5,10,2,2004,1470,2430,0.7,4,1,2430,1974000
2,4,8,2,1977,1090,1960,0.7,3,1,1960,1257900
2,4,8,2,1983,1680,2250,0.7,3,1,2250,1417500
2,4,8,2,1975,1650,1690,0.7,4,1,1690,1207500
2,4,8,2,1973,1860,1960,0.7,3,1,1960,1176000
3,4,8,2,1989,1780,2090,0.7,4,1,2090,1591800
3,4,8,2,1989,1360,1800,0.7,3,1,1800,1575000
2,4,8,2,1992,1210,2190,0.7,4,1,2190,1667723.4
3,4,8,2,1977,2040,2510,0.7,6,1,2510,1283100
3,4,8,2,1994,1690,2610,0.7,3,1,2610,1724100
2,4,8,2,1982,1400,1760,0.7,5,1,1760,1396500
2,4,8,2,1983,1880,2430,0.7,3,1,2430,1430100
2,4,8,2,1973,790,1580,0.7,2,1,1580,1171800
2,4,8,2,1991,1400,2050,0.7,4,1,2050,1638000
2,4,8,2,1974,820,2270,0.7,3,1,2270,1197000
2,5,10,2,1999,1820,3020,0.7,3,1,3020,1837500
2,4,8,2,1980,1380,1260,0.7,3,1,1260,1337700
2,4,8,2,1979,1310,1930,0.7,5,1,1930,1323000
3,4,8,2,1993,2500,1700,0.7,5,1,1700,1677900
3,4,8,2,1989,2280,1640,0.7,2,1,1640,1580250
3,4,8,2,1986,2460,2250,0.7,4,1,2250,1501500
3,4,8,2,1984,2290,1770,0.7,3,1,1770,1440390
2,4,8,2,1973,1650,2930,0.7,4,1,2930,1165500
1,4,8,2,1985,1320,1820,0.7,2,1,1820,1470000
2,4,8,2,1973,1930,1640,0.7,2,1,1640,1173900
2,4,8,2,1977,1130,2280,0.7,3,1,2280,1272600
3,4,8,2,1972,2130,1970,0.7,4,1,1970,1133895
3,4,8,2,1979,1280,2330,0.7,4,1,2330,1320900
3,4,8,2,1990,1430,1910,0.7,4,1,1910,1617264.6
2,4,8,2,1987,2360,2290,0.7,4,1,2290,1537200
2,4,8,2,1984,1340,2200,0.7,3,1,2200,1449000
3,4,8,2,1973,1500,2050,0.7,5,1,2050,1155000
3,5,10,2,1999,1930,3160,0.7,4,1,3160,1837500
3,4,8,2,1981,1530,1420,0.7,4,1,1420,1365000
4,4,8,2,1993,3020,2120,0.7,4,1,2120,1697010
3,4,8,2,1978,1920,2410,0.7,4,1,2410,1289400
1,5,10,2,1999,1220,1910,0.7,3,1,1910,1837500
2,4,8,2,1977,1510,2120,0.7,4,1,2120,1259895
2,4,8,2,1988,2100,2290,0.7,3,1,2290,1554000
2,4,8,2,1975,2060,2110,0.7,3,1,2110,1205400
2,4,8,2,1980,1160,2590,0.6,4,1,2590,1424500
2,4,8,2,1973,1870,1670,0.6,2,1,1670,1231890
2,4,8,2,1972,1220,1770,0.6,4,1,1770,1183600
2,4,8,2,1991,1390,2440,0.6,4,1,2440,1716000
3,4,8,2,1995,1970,3180,0.6,5,1,3180,1826000
1,4,8,2,1978,820,1420,0.6,2,1,1420,1353000
1,4,8,2,1971,1170,1560,0.6,3,1,1560,1172600
2,4,8,2,1978,2050,3180,0.6,3,1,3180,1370600
3,4,8,2,1992,1750,2900,0.6,3,1,2900,1737780
3,4,8,2,1973,1330,2170,0.6,4,1,2170,1232000
3,4,8,2,1975,1520,1910,0.6,3,1,1910,1276000
2,4,8,2,1977,1330,2390,0.6,3,1,2390,1317800
3,4,8,2,1994,2700,2680,0.6,2,1,2680,1782000
3,4,8,2,1975,1490,3030,0.6,4,1,3030,1276000
2,4,8,2,1974,1450,2790,0.6,4,1,2790,1249600
3,4,8,2,1984,1600,2650,0.6,5,1,2650,1530100
2,4,8,2,1976,1570,2165,0.6,2,1,2165,1303170
3,4,8,2,1981,1880,2560,0.6,4,1,2560,1430000
1,4,8,2,1971,910,2050,0.6,2,1,2050,1172710
3,4,8,2,1994,1810,2710,0.6,4,1,2710,1787500
3,4,8,2,1979,1210,2310,0.6,3,1,2310,1397000
4,5,10,2,2001,1770,2180,0.6,3,1,2180,1980000
2,4,8,2,1972,1130,1820,0.6,6,1,1820,1199000
2,4,8,2,1978,2270,2540,0.6,4,1,2540,1353000
1,4,8,2,1986,900,1940,0.6,3,1,1940,1573000
3,4,8,2,1977,1660,2600,0.6,3,1,2600,1342000
2,4,8,2,1975,1890,2720,0.6,3,1,2720,1265000
2,4,8,2,1975,1430,1350,0.6,2,1,1350,1276000
2,4,8,2,1974,1390,2460,0.6,3,1,2460,1254000
2,4,8,2,1978,930,1980,0.6,3,1,1980,1353000
3,4,8,2,1973,1450,2120,0.6,4,1,2120,1210000
1,4,8,2,1976,1530,1530,0.6,2,1,1530,1298000
3,4,8,2,1981,1810,1980,0.6,4,1,1980,1445400
3,4,8,2,1973,1460,2200,0.6,3,1,2200,1210000
2,4,8,2,1983,1490,2070,0.6,3,1,2070,1508430
3,4,8,2,1995,1670,2780,0.6,3,1,2780,1835900
3,5,10,2,2002,1570,2430,0.6,4,1,2430,2024000
3,4,8,2,1973,1760,1640,0.6,4,1,1640,1210000
2,4,8,2,1979,1020,1530,0.6,3,1,1530,1397000
2,4,8,2,1975,1260,1690,0.6,2,1,1690,1269400
1,4,8,2,1973,1140,1350,0.6,3,1,1350,1232000
3,4,8,2,1991,1920,2440,0.6,4,1,2440,1727000
2,4,8,2,1997,1400,1810,0.6,3,1,1810,1870000
3,4,8,2,1986,1540,2510,0.6,3,1,2510,1574100
3,4,8,2,1986,2450,2600,0.6,4,1,2600,1566400
1,4,8,2,1977,1400,1790,0.6,3,1,1790,1326600
2,4,8,2,1982,2500,2590,0.6,3,1,2590,1456400
2,4,8,2,1975,1220,2250,0.6,3,1,2250,1270500
2,4,8,2,1997,2000,1670,0.6,3,1,1670,1873300
2,4,8,2,1993,1890,2630,0.6,3,1,2630,1760000
1,4,8,2,1977,1060,1900,0.6,2,1,1900,1320000
4,4,8,2,1982,2660,2440,0.6,5,1,2440,1474000
2,4,8,2,1981,1400,2260,0.6,3,1,2260,1430000
3,4,8,2,1993,1590,1900,0.6,4,1,1900,1760000
3,4,8,2,1985,2200,2700,0.4,2,1,2700,1833000
3,4,8,2,1976,2430,2750,0.4,4,1,2750,1534000
3,4,8,2,1977,1620,1260,0.4,3,1,1260,1586000
4,4,8,2,1996,2560,3230,0.4,4,1,3230,2183740
3,4,8,2,1974,1370,2100,0.4,3,1,2100,1471600
3,4,8,2,1971,2340,2020,0.4,5,1,2020,1383200
2,4,8,2,1973,1140,1770,0.4,3,1,1770,1453400
3,4,8,2,1973,1440,1880,0.4,4,1,1880,1430000
2,4,8,2,1973,1760,2090,0.4,3,1,2090,1440400
2,4,8,2,1979,2030,1800,0.4,4,1,1800,1630200
2,4,8,2,1974,1070,2050,0.4,3,1,2050,1476800
2,4,8,2,1979,1390,2050,0.4,3,1,2050,1625000
3,5,10,2,2006,3160,3530,0.4,4,1,3530,2509000
2,4,8,2,1975,1870,1670,0.4,2,1,1670,1505400
3,4,8,2,1997,1580,2400,0.4,3,1,2400,2216500
3,4,8,2,1972,1240,3500,0.4,3,1,3500,1403870
2,4,8,2,1979,2160,1990,0.4,3,1,1990,1625000
3,4,8,2,1988,2150,1640,0.4,2,1,1640,1927900
3,4,8,2,1977,1880,2280,0.4,7,1,2280,1557400
1,4,8,2,1981,1240,1650,0.4,3,1,1650,1716000
3,4,8,2,1976,1680,2310,0.4,3,1,2310,1534000
2,4,8,2,1979,1710,2050,0.4,3,1,2050,1638000
2,4,8,2,1973,1110,2040,0.4,4,1,2040,1430000
2,4,8,2,1979,1500,2820,0.4,3,1,2820,1624480
2,4,8,2,1983,980,1620,0.4,3,1,1620,1768000
3,4,8,2,1988,2290,1810,0.4,2,1,1810,1916200
2,4,8,2,1989,1340,1700,0.4,4,1,1700,1973400
1,4,8,2,1973,1010,1610,0.4,2,1,1610,1456000
2,4,8,2,1975,1020,1850,0.4,3,1,1850,1508000
2,4,8,2,1994,1000,1690,0.4,4,1,1690,2106000
2,4,8,2,1973,1250,1370,0.4,3,1,1370,1430000
2,5,10,2,2000,1260,2200,0.4,2,1,2200,2327000
2,4,8,2,1972,1410,1820,0.4,3,1,1820,1401400
2,4,8,2,1974,1530,2520,0.4,3,1,2520,1482000
2,4,8,2,1971,1230,1560,0.4,6,1,1560,1391000
2,4,8,2,1984,1220,2560,0.4,2,1,2560,1791400
3,4,8,2,1989,1540,2880,0.4,3,1,2880,1976000
2,4,8,2,1991,990,2190,0.4,4,1,2190,2036320
3,4,8,2,1973,1440,1960,0.4,5,1,1960,1455740
2,4,8,2,1981,1500,2070,0.4,4,1,2070,1690000
2,4,8,2,1973,1700,2410,0.4,3,1,2410,1456000
3,4,8,2,1972,990,1920,0.4,3,1,1920,1413100
2,4,8,2,1978,1690,2050,0.4,4,1,2050,1592500
2,4,8,2,1976,800,1330,0.4,3,1,1330,1540500
3,5,10,2,2002,1730,2040,0.4,5,1,2040,2379000
2,4,8,2,1976,1600,2910,0.4,3,1,2910,1553500
3,4,8,2,1973,1280,2020,0.4,3,1,2020,1450800
3,4,8,2,1977,1680,2590,0.4,4,1,2590,1560000
3,4,8,2,1985,1660,2810,0.4,4,1,2810,1817400
3,4,8,2,1977,1050,1360,0.4,4,1,1360,1570400
3,4,8,2,1973,1600,2190,0.1,5,1,2190,1429740
2,4,8,2,1981,1460,2670,0.1,3,1,2670,1703715
2,4,8,2,1981,1620,2330,0.1,3,1,2330,1714700
2,4,8,2,1973,1020,1520,0.1,4,1,1520,1450800
3,5,10,2,2000,1610,2510,0.1,5,1,2510,2327000
2,4,8,2,1985,1160,1330,0.1,3,1,1330,1820000
2,4,8,2,1983,1460,1980,0.1,3,1,1980,1768000
3,4,8,2,1977,1400,2060,0.1,4,1,2060,1580800
3,4,8,2,1974,1500,2210,0.1,3,1,2210,1463800
2,4,8,2,1974,1340,2170,0.1,4,1,2170,1471600
3,4,8,2,1974,2060,2720,0.1,5,1,2720,1479400
2,4,8,2,1987,1690,1850,0.1,3,1,1850,1885000
2,4,8,2,1988,1350,1570,0.1,3,1,1570,1924000
2,4,8,2,1972,1680,2234,0.1,2,1,2234,1417000
2,4,8,2,1981,1510,2160,0.1,3,1,2160,1709500
2,4,8,2,1973,1670,1670,0.1,2,1,1670,1440400
3,4,8,2,1977,1580,2300,0.1,4,1,2300,1586000
2,4,8,2,1980,920,1800,0.1,4,1,1800,1661400
2,4,8,2,1983,960,1190,0.1,3,1,1190,1755000
2,4,8,2,1987,1010,1360,0.1,2,1,1360,1885000
3,4,8,2,1990,1610,2700,0.1,5,1,2700,2002000
3,4,8,2,1985,1870,2670,0.1,4,1,2670,1846000
2,4,8,2,1972,2320,2200,0.1,3,1,2200,1405300
1,4,8,2,1974,1140,1630,0.1,4,1,1630,1481870
2,4,8,2,1975,2400,1830,0.1,4,1,1830,1521000
2,5,10,2,1998,3090,3300,0.1,4,1,3300,2262000
3,4,8,2,1973,1430,2400,0.1,3,1,2400,1429870
3,4,8,2,1975,1660,2360,0.1,4,1,2360,1521000
2,4,8,2,1979,1380,1660,0.1,4,1,1660,1651000
2,4,8,2,1987,1728,1720,0.1,2,1,1720,1898000
1,4,8,2,1973,1000,1780,0.1,2,1,1780,1429870
3,4,8,2,1971,1330,2290,0.1,4,1,2290,1391000
3,4,8,2,1973,1720,2740,0.1,3,1,2740,1431008.8
1,4,8,2,1977,1000,2240,0.1,3,1,2240,1586000
3,4,8,2,1982,1580,2220,0.1,3,1,2220,1723800
2,4,8,2,1976,2490,1910,0.1,4,1,1910,1534000
3,4,8,2,1975,1590,1710,0.1,3,1,1710,1495000
1,4,8,2,1985,1160,1510,0.1,2,1,1510,1820000
3,4,8,2,1990,1440,2540,0.1,5,1,2540,1976650
3,4,8,2,1989,1940,2430,0.1,4,1,2430,1976000
1,4,8,2,1991,1010,1540,0.1,2,1,1540,2015000
3,5,10,2,2002,1840,2690,0.1,5,1,2690,2379000
2,4,8,2,1977,1080,1690,0.1,4,1,1690,1573000
2,4,8,2,1977,1220,1570,0.1,3,1,1570,1580800
2,5,10,2,1998,1700,2940,0.1,3,1,2940,2236000
3,4,8,2,1991,2420,2540,0.1,3,1,2540,2014708.8
2,4,8,2,1991,1620,2440,0.1,3,1,2440,2028000
2,4,8,2,1977,1650,2520,0.1,3,1,2520,1586000
3,4,8,2,1978,1600,2500,0.1,4,1,2500,1599000
3,4,8,2,1984,1280,3090,0.1,3,1,3090,1801800
3,4,8,2,1995,1370,2090,0.1,4,1,2090,2158000
2,4,8,2,1985,1090,1700,0.1,3,1,1700,1820000
1,4,8,2,1995,780,1860,0.1,2,1,1860,2142400
3,4,8,2,1986,1640,1890,0.1,3,1,1890,1872000
3,5,10,2,2006,2460,2740,0.1,4,1,2740,2495350
2,5,10,2,2001,1490,2280,0.1,2,1,2280,2334800
2,5,10,2,2005,1140,2510,0.1,3,1,2510,2470000
3,4,8,2,1976,1400,1720,0.1,3,1,1720,1547000
3,4,8,2,1981,1590,2570,0.1,3,1,2570,1690000
2,4,8,2,1988,2020,3050,0.1,3,1,3050,1924000
3,4,8,2,1989,1480,2330,0.1,4,1,2330,1976000
1,4,8,2,1973,880,2190,0.1,3,1,2190,1430000
3,4,8,2,1975,1180,1620,0.1,3,1,1620,1497470
3,4,8,2,1985,1390,2040,0,3,1,2040,1750000
3,4,8,2,1977,1510,3210,0,5,1,3210,1500000
2,4,8,2,1976,980,1680,0,4,1,1680,1470000
1,4,8,2,1981,1030,1570,0,2,1,1570,1625000
3,4,8,2,1994,1920,2250,0,4,1,2250,2032500
3,4,8,2,1972,1850,2270,0,3,1,2270,1362500
2,4,8,2,1974,1070,1950,0,4,1,1950,1412500
2,4,8,2,1971,1280,1870,0,5,1,1870,1337375
2,4,8,2,1974,1790,2150,0,4,1,2150,1425000
3,4,8,2,1978,1710,2070,0,4,1,2070,1550000
2,4,8,2,1975,1620,2030,0,4,1,2030,1437500
3,4,8,2,1975,1590,2750,0,5,1,2750,1455000
2,4,8,2,1979,910,1260,0,3,1,1260,1562500
3,4,8,2,1979,1470,1840,0,4,1,1840,1562500
1,4,8,2,1980,1060,1620,0,3,1,1620,1603000
2,4,8,2,1972,1230,1930,0,3,1,1930,1349750
3,4,8,2,1978,1030,1710,0,4,1,1710,1550000
2,4,8,2,1985,1180,2390,0,4,1,2390,1749875
2,5,10,2,2006,2630,2690,0,4,1,2690,2420000
1,4,8,2,1971,1260,1230,0,3,1,1230,1337500
3,4,8,2,1980,1560,1830,0,4,1,1830,1600000
3,4,8,2,1971,1430,1560,0,3,1,1560,1331250
2,4,8,2,1975,2220,2900,0,3,1,2900,1462500
3,4,8,2,1991,2600,2410,0,4,1,2410,1937500
3,4,8,2,1987,1020,1570,0,3,1,1570,1837500
2,4,8,2,1980,890,1560,0,2,1,1560,1599875
2,5,10,2,2006,1230,2860,0,3,1,2860,2400000
2,4,8,2,1977,1390,2080,0,4,1,2080,1500000
3,4,8,2,1996,3050,1970,0,3,1,1970,2100000
3,4,8,2,1983,1320,1780,0,3,1,1780,1700000
3,4,8,2,1973,2640,2820,0,3,1,2820,1387500
3,4,8,2,1982,1340,1850,0,6,1,1850,1656250
1,4,8,2,1973,1050,1463,0,2,1,1463,1380000
2,4,8,2,1982,1800,1950,0,3,1,1950,1662500
3,4,8,2,1981,1300,1810,0,4,1,1810,1625000
2,4,8,2,1995,1230,2020,0,2,1,2020,2062500
4,4,8,2,1977,1620,3150,0,5,1,3150,1500000
4,4,8,2,1996,2840,3180,0,4,1,3180,2100000
3,4,8,2,1988,2310,2310,0,3,1,2310,1847500
1,4,8,2,1985,1000,1840,0,2,1,1840,1775000
3,4,8,2,1991,2540,2790,0,4,1,2790,1937500
4,5,10,2,1998,1690,1890,0,4,1,1890,2150000
2,5,10,2,2005,1240,3210,0,4,1,3210,2372500
2,4,8,2,1973,870,1210,0,4,1,1210,1387375
2,4,8,2,1975,1200,1560,0,3,1,1560,1442500
2,4,8,2,1973,1670,2210,0,3,1,2210,1388912.5
3,4,8,2,1995,2670,3280,0,3,1,3280,2062500
2,4,8,2,1973,1060,1920,0,4,1,1920,1375000
1,4,8,2,1982,990,2600,0,3,1,2600,1675000
4,4,8,2,1973,2190,2200,0,4,1,2200,1374875
2,4,8,2,1985,1150,1600,0,4,1,1600,1750000
2,4,8,2,1995,1220,2320,0,3,1,2320,2075000
1,4,8,2,1982,1300,1440,0,3,1,1440,1662500
2,4,8,2,1975,1070,1570,0,2,1,1570,1462500
3,4,8,2,1981,1320,1460,0,3,1,1460,1635000
3,4,8,2,1983,2680,2680,0,3,1,2680,1690000
3,4,8,2,1987,2620,2950,0,3,1,2950,1812500
2,4,8,2,1972,1660,1670,0,2,1,1670,1362500
3,4,8,2,1974,1510,1980,0,3,1,1980,1412500
2,4,8,2,1975,1190,2070,-0.1,4,1,2070,1222200
3,4,8,2,1983,1200,1520,-0.1,4,1,1520,1417500
2,4,8,2,1978,1280,1880,-0.1,3,1,1880,1302000
2,4,8,2,1997,2350,2240,-0.1,4,1,2240,1785000
3,4,8,2,1972,1450,1780,-0.1,4,1,1780,1134000
2,5,10,2,2002,1350,1700,-0.1,3,1,1700,1911000
3,4,8,2,1981,1290,2270,-0.1,4,1,2270,1386000
2,4,8,2,1973,2560,2360,-0.1,3,1,2360,1176000
3,4,8,2,1977,1450,1620,-0.1,5,1,1620,1257900
2,4,8,2,1983,1370,2150,-0.1,3,1,2150,1424850
3,4,8,2,1975,1770,2460,-0.1,4,1,2460,1213800
3,5,10,2,2000,2060,2030,-0.1,3,1,2030,1869000
2,4,8,2,1981,1460,1700,-0.1,4,1,1700,1378650
2,4,8,2,1988,2110,2560,-0.1,3,1,2560,1560300
3,4,8,2,1985,1410,1350,-0.1,3,1,1350,1482600
2,4,8,2,1992,1500,2955,-0.1,3,1,2955,1669500
3,5,10,2,2001,2460,2830,-0.1,4,1,2830,1890000
3,4,8,2,1982,1730,2370,-0.1,3,1,2370,1407000
3,5,10,2,2004,2140,2760,-0.1,4,1,2760,1986600
2,4,8,2,1978,1880,2180,-0.1,5,1,2180,1297800
1,4,8,2,1995,1450,2390,-0.1,2,1,2390,1727250
2,5,10,2,2003,1430,2640,-0.1,4,1,2640,1942500
2,4,8,2,1976,1060,1840,-0.1,4,1,1840,1236900
2,4,8,2,1980,930,1540,-0.1,4,1,1540,1341900
3,4,8,2,1996,1760,2400,-0.1,4,1,2400,1761900
3,4,8,2,1973,2780,2780,-0.1,3,1,2780,1176000
3,4,8,2,1993,2140,2680,-0.1,3,1,2680,1677900
3,4,8,2,1997,1770,3740,-0.1,3,1,3740,1792360.5
3,4,8,2,1981,2130,2390,-0.1,3,1,2390,1365000
3,4,8,2,1977,1300,2150,-0.1,5,1,2150,1259895
3,4,8,2,1989,1310,2820,-0.1,4,1,2820,1575000
3,4,8,2,1992,1760,1760,-0.1,4,1,1760,1659000
2,4,8,2,1973,1840,2850,-0.1,3,1,2850,1155000
3,4,8,2,1990,2570,2530,-0.1,4,1,2530,1606500
2,4,8,2,1978,2350,3050,-0.1,4,1,3050,1302000
3,4,8,2,1980,1640,2020,-0.1,4,1,2020,1344000
2,4,8,2,1977,1700,2430,-0.1,4,1,2430,1260000
1,4,8,2,1972,940,1440,-0.1,2,1,1440,1140300
3,4,8,2,1996,2030,2730,-0.1,4,1,2730,1755600
4,4,8,2,1989,1340,2580,-0.1,3,1,2580,1596000
3,5,10,2,1998,2290,3290,0.1,4,1,3290,1978000
2,4,8,2,1975,1190,1460,0.1,5,1,1460,1334000
2,4,8,2,1975,1070,1310,0.1,4,1,1310,1336300
2,4,8,2,1973,1200,1440,0.1,4,1,1440,1265000
2,4,8,2,1986,1090,1570,0.1,3,1,1570,1649100
2,4,8,2,1991,2340,3120,0.1,3,1,3120,1794000
2,4,8,2,1974,1530,1640,0.1,3,1,1640,1311000
2,4,8,2,1975,1180,2150,0.1,3,1,2150,1322500
2,4,8,2,1979,1370,2120,0.1,4,1,2120,1460500
2,4,8,2,1979,1430,2030,0.1,4,1,2030,1444400
2,4,8,2,1976,870,1440,0.1,3,1,1440,1359300
3,4,8,2,1983,1870,2390,0.1,5,1,2390,1552500
